"F1","F2","F3","F4","F5","F6","F7","F8","class"
"I",NA,NA,0.055,0.106,0.0415,0.0265,NA,"A"
"F",0.305,0.23,0.08,0.156,NA,0.0345,0.048,"A"
"M",0.52,0.465,0.15,0.9505,0.456,0.199,0.255,"A"
"F",0.525,0.41,0.15,0.708,0.274,0.151,0.25,"C"
"F",NA,NA,0.135,0.95,0.484,0.182,NA,"A"
"I",0.2,0.145,0.06,0.037,NA,0.0095,NA,"A"
"M",0.58,0.445,0.15,0.9525,0.4315,0.1945,NA,"C"
"I",0.365,0.27,0.085,0.205,0.078,0.0485,NA,"A"
"M",0.28,0.21,0.065,0.0905,NA,0.02,NA,"A"
"I",NA,NA,0.135,0.6855,0.2875,0.154,NA,"B"
"I",0.525,0.4,0.14,0.6055,NA,0.108,NA,"B"
"F",NA,NA,0.13,0.5735,NA,0.1365,NA,"C"
"I",0.39,NA,0.09,0.215,NA,0.034,NA,"A"
"M",NA,0.295,0.095,0.335,0.147,0.094,NA,"A"
"I",NA,NA,0.13,0.6025,NA,0.143,0.162,"A"
"F",NA,0.455,0.125,0.943,NA,0.129,0.375,"C"
"F",0.62,NA,0.155,1.1945,NA,0.271,NA,"B"
"I",0.485,0.375,0.11,0.464,NA,0.09,NA,"A"
"F",NA,0.405,0.16,0.6835,NA,0.145,NA,"B"
"F",NA,NA,0.16,1.068,0.556,0.214,0.2575,"B"
"M",NA,NA,0.165,0.9975,0.3935,0.242,0.33,"B"
"I",NA,0.455,0.17,0.8435,NA,0.1905,0.3,"C"
"I",0.37,NA,0.08,0.2325,0.093,0.056,NA,"A"
"M",NA,NA,0.18,1.429,0.6715,0.29,0.4,"C"
"M",NA,0.475,0.175,1.103,NA,0.3095,0.2725,"B"
"I",0.165,NA,0.015,0.0145,NA,0.003,NA,"A"
"F",0.46,0.35,0.115,0.46,NA,0.1115,NA,"A"
"I",0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,"B"
"M",0.675,NA,0.185,1.587,NA,0.336,0.395,"C"
"M",0.685,0.52,0.15,1.3735,NA,0.293,NA,"C"
"M",NA,NA,0.15,1.2095,NA,0.2225,NA,"B"
"I",0.365,0.27,0.09,0.2155,NA,0.049,NA,"A"
"F",NA,NA,0.165,0.8115,NA,0.169,NA,"C"
"M",NA,NA,0.13,0.709,NA,0.168,NA,"C"
"M",0.465,NA,0.105,0.4795,NA,0.124,NA,"A"
"F",0.62,NA,0.18,1.3315,NA,0.276,0.388,"C"
"F",NA,NA,0.125,0.8025,NA,0.1715,NA,"C"
"I",0.385,NA,0.1,0.2895,0.1215,0.063,NA,"A"
"I",0.425,NA,0.125,0.425,NA,0.0795,NA,"C"
"F",NA,0.525,0.155,1.4785,NA,0.3405,0.42,"B"
"I",NA,0.435,0.14,0.7995,0.295,0.1905,0.238,"B"
"F",0.705,NA,0.17,1.564,NA,0.394,NA,"B"
"I",0.615,NA,0.13,0.8425,NA,0.1915,0.251,"A"
"I",0.445,0.335,0.1,0.4895,0.2745,0.086,NA,"A"
"I",0.365,0.28,0.09,0.196,NA,0.036,0.0605,"A"
"M",NA,NA,0.14,0.931,NA,0.234,0.28,"C"
"F",0.505,NA,0.13,0.693,NA,0.1195,NA,"A"
"F",NA,NA,0.175,0.966,0.391,0.2455,NA,"B"
"F",NA,0.395,0.145,0.6515,0.2695,0.153,NA,"C"
"M",0.59,NA,0.135,0.9895,0.4235,0.199,NA,"A"
"F",NA,NA,0.2,2.0475,0.75,0.4195,NA,"C"
"M",NA,NA,0.145,0.9055,NA,0.2355,NA,"B"
"I",0.405,NA,0.09,0.2825,NA,0.0575,0.095,"A"
"F",NA,NA,0.11,0.385,NA,0.046,0.1345,"C"
"F",NA,0.45,0.135,0.9885,0.387,0.1495,0.31,"C"
"F",0.63,0.48,0.15,1.0525,NA,0.336,0.285,"C"
"M",0.605,NA,0.165,1.056,0.4215,0.2475,0.34,"C"
"I",0.54,0.435,0.145,0.97,0.4285,0.22,0.264,"C"
"M",NA,0.45,0.17,0.81,NA,0.157,0.22,"C"
"F",NA,NA,0.175,1.773,NA,0.48,NA,"C"
"F",NA,NA,0.175,1.165,NA,0.2205,0.3055,"B"
"M",NA,0.36,0.1,0.4285,NA,0.099,0.112,"A"
"F",0.715,NA,0.23,2.0725,NA,0.4095,0.565,"B"
"M",NA,NA,0.18,1.3705,NA,0.303,NA,"C"
"F",0.695,0.55,0.185,1.679,NA,0.4015,NA,"B"
"I",NA,0.27,0.085,0.2225,0.0935,0.0525,NA,"A"
"I",NA,NA,0.05,0.042,NA,0.0125,0.015,"A"
"M",0.54,NA,0.14,0.7345,0.33,0.1595,0.213,"B"
"M",NA,NA,0.155,1.1385,0.502,0.2295,NA,"B"
"M",0.515,NA,0.14,0.7365,NA,0.184,NA,"C"
"I",0.445,0.345,0.105,0.409,NA,0.1015,0.117,"A"
"F",0.5,NA,0.155,0.655,0.2405,0.143,NA,"C"
"F",NA,0.505,0.16,1.3725,NA,0.275,NA,"C"
"F",0.525,0.41,0.135,0.7085,NA,0.1525,NA,"C"
"I",0.51,NA,0.155,0.5395,NA,0.1085,NA,"A"
"I",NA,NA,0.12,0.616,NA,0.143,NA,"A"
"M",0.695,0.58,0.2,1.8995,0.675,0.478,NA,"C"
"I",NA,0.375,0.12,0.6315,0.3045,0.114,0.19,"B"
"F",0.615,0.475,0.155,1.027,NA,0.25,NA,"B"
"F",0.405,0.31,0.12,0.3095,0.138,0.058,0.095,"C"
"M",NA,NA,0.055,0.0515,0.018,0.0105,NA,"A"
"I",0.475,NA,0.145,0.6325,NA,0.137,NA,"A"
"I",0.33,NA,0.075,0.187,0.0945,0.0395,NA,"A"
"I",0.465,0.37,0.12,0.4365,NA,0.0815,0.147,"B"
"F",NA,NA,0.145,1.1335,NA,0.2505,NA,"C"
"F",NA,NA,0.15,0.922,NA,0.194,0.305,"B"
"M",0.65,NA,0.18,1.3315,NA,0.347,0.405,"C"
"F",NA,0.44,0.135,0.964,NA,0.1715,NA,"B"
"I",0.425,NA,0.105,0.3265,NA,0.0785,NA,"B"
"F",NA,0.375,0.15,0.5755,NA,0.144,0.19,"B"
"F",0.47,0.375,0.125,0.5615,0.252,0.137,0.18,"B"
"F",NA,NA,0.175,1.2435,0.5805,0.313,0.305,"B"
"F",0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,"B"
"F",NA,NA,0.125,0.8725,0.417,0.199,0.24,"A"
"F",0.6,0.45,0.14,0.837,0.37,0.177,0.2425,"B"
"M",0.585,NA,0.15,1.065,NA,0.199,NA,"B"
"I",NA,NA,0.11,0.4025,NA,0.083,NA,"A"
"M",0.5,NA,0.14,0.6155,0.241,0.1355,0.205,"B"
"I",0.36,NA,0.085,0.196,NA,0.035,0.064,"A"
"I",0.31,NA,0.075,0.155,NA,0.037,NA,"A"
"M",0.73,NA,0.225,2.2305,1.2395,0.422,NA,"C"
"F",NA,0.535,0.2,1.5855,NA,0.334,NA,"C"
"M",0.645,NA,0.16,1.33,NA,0.309,0.317,"B"
"M",0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,"C"
"M",NA,NA,0.145,0.7765,NA,0.1845,NA,"B"
"M",NA,NA,0.16,1.006,NA,0.2245,0.2835,"B"
"I",NA,NA,0.1,0.352,0.1635,0.089,0.1,"B"
"M",0.6,NA,0.175,1.229,NA,0.2735,NA,"C"
"M",NA,NA,0.1,0.5135,0.243,0.1015,NA,"A"
"I",NA,NA,0.1,0.216,NA,0.037,NA,"B"
"M",0.7,0.6,0.23,2.003,NA,0.4045,NA,"B"
"F",0.55,NA,0.135,0.8515,0.362,0.196,NA,"C"
"I",NA,NA,0.135,0.656,NA,0.17,0.203,"B"
"F",NA,0.36,0.12,0.4765,0.192,0.1125,0.16,"B"
"F",0.625,0.49,0.155,1.33,0.6675,0.259,NA,"B"
"F",NA,0.55,0.175,1.2915,NA,0.3045,0.33,"C"
"M",NA,0.565,0.145,1.187,NA,0.1945,0.2685,"A"
"F",NA,NA,0.11,0.4965,0.237,0.127,0.13,"A"
"I",0.335,0.25,0.08,0.167,0.0675,0.0325,NA,"A"
"M",NA,NA,0.155,1.4025,NA,0.2655,0.335,"B"
"I",NA,0.205,0.05,0.084,NA,0.0185,NA,"A"
"I",NA,NA,0.065,0.0895,NA,0.0185,NA,"A"
"F",NA,NA,0.175,1.273,0.564,0.302,NA,"B"
"F",0.635,0.485,0.155,1.073,0.467,0.1975,NA,"C"
"M",0.56,NA,0.14,0.9,NA,0.182,0.218,"A"
"M",NA,0.36,0.13,0.5265,0.2105,0.1185,NA,"B"
"I",NA,0.335,0.1,0.3295,0.129,0.07,0.11,"A"
"I",0.325,0.25,0.055,0.166,0.076,0.051,0.045,"A"
"M",NA,0.59,0.2,1.5455,NA,0.3765,0.415,"C"
"M",NA,NA,0.19,1.829,NA,0.386,NA,"C"
"I",NA,NA,0.125,0.663,0.3005,0.131,NA,"B"
"M",NA,NA,0.155,1.539,0.6405,0.3585,NA,"C"
"M",NA,NA,0.1,0.3555,NA,0.072,NA,"B"
"M",0.465,NA,0.125,0.4365,NA,0.1075,0.145,"C"
"M",NA,0.435,0.16,0.906,NA,0.219,NA,"C"
"F",NA,0.465,0.145,1.107,0.402,0.2415,0.31,"C"
"F",NA,0.555,0.18,1.6895,NA,0.1965,NA,"B"
"M",NA,0.505,0.225,1.525,NA,0.3335,NA,"C"
"M",0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,"C"
"I",NA,0.19,0.06,0.086,NA,0.014,0.025,"A"
"M",NA,0.335,0.11,0.394,NA,0.096,NA,"B"
"I",0.29,0.225,0.07,0.101,0.036,0.0235,0.035,"A"
"I",NA,0.34,0.11,0.3645,NA,0.0855,NA,"A"
"F",NA,NA,0.155,0.873,NA,0.249,NA,"B"
"I",0.61,0.48,0.165,1.097,NA,0.264,0.335,"C"
"I",NA,0.375,0.11,0.4155,0.17,0.076,NA,"A"
"I",NA,0.49,0.16,1.1545,NA,0.2385,NA,"C"
"F",0.66,0.5,0.175,1.3275,NA,0.2805,NA,"B"
"M",NA,NA,0.21,1.598,NA,0.2835,0.58,"C"
"I",0.55,0.445,0.125,0.672,0.288,0.1365,NA,"C"
"I",0.365,0.265,0.085,0.213,NA,0.049,0.06,"A"
"M",NA,0.28,0.105,0.234,NA,0.0585,NA,"B"
"I",0.45,NA,0.12,0.468,0.2005,0.1065,NA,"A"
"I",0.445,NA,0.13,0.4195,NA,0.0945,NA,"A"
"I",NA,NA,0.11,0.619,NA,0.15,NA,"B"
"I",0.305,NA,0.07,0.141,0.062,0.031,NA,"A"
"I",0.355,0.26,0.09,0.1985,NA,0.0495,NA,"A"
"M",0.665,0.515,0.165,1.3855,NA,0.302,NA,"A"
"M",0.565,0.425,0.135,0.8115,NA,0.1675,0.255,"C"
"M",NA,NA,0.155,0.9225,NA,0.198,0.273,"B"
"F",NA,0.525,0.175,1.348,NA,0.2605,0.394,"B"
"F",0.71,NA,0.205,1.5805,NA,0.287,0.435,"B"
"I",NA,0.35,0.105,0.635,NA,0.127,0.135,"A"
"I",NA,NA,0.11,0.411,NA,0.0935,0.109,"A"
"F",NA,0.465,0.145,0.9855,0.4325,0.2145,NA,"B"
"I",NA,NA,0.14,0.5775,NA,0.145,NA,"C"
"M",0.66,NA,0.19,1.4385,NA,0.285,0.178,"C"
"I",NA,0.335,0.115,0.4215,NA,0.0765,0.113,"A"
"M",0.655,0.54,0.215,1.844,NA,0.327,0.585,"C"
"F",NA,0.475,0.13,0.8595,0.3195,0.1775,0.24,"C"
"M",NA,0.405,0.14,0.818,NA,0.1715,NA,"A"
"F",0.455,NA,0.12,0.4495,0.177,0.104,NA,"B"
"I",NA,NA,0.085,0.2175,0.097,0.038,NA,"A"
"I",0.435,0.32,0.08,0.3325,NA,0.0635,NA,"B"
"I",NA,0.3,0.1,0.282,0.1255,0.057,NA,"A"
"M",0.645,NA,0.175,1.636,NA,0.342,NA,"C"
"F",0.625,NA,0.165,1.262,NA,0.318,0.39,"B"
"I",0.43,NA,0.1,0.449,NA,0.0825,NA,"A"
"I",0.37,NA,0.09,0.233,NA,0.0545,NA,"C"
"F",0.65,0.565,0.2,1.6645,NA,0.367,NA,"C"
"I",0.28,0.22,0.08,0.1315,0.066,0.024,0.03,"A"
"F",NA,0.54,0.195,1.619,0.74,0.3305,0.465,"C"
"I",NA,0.32,0.12,0.378,0.152,0.0825,NA,"A"
"F",NA,0.475,0.155,0.928,NA,0.194,NA,"C"
"I",NA,0.335,0.105,0.447,NA,0.153,NA,"A"
"M",NA,0.315,0.115,0.3895,0.2015,0.065,NA,"B"
"F",NA,NA,0.195,1.382,NA,0.3175,NA,"B"
"F",0.6,0.5,0.155,1.332,NA,0.2835,0.35,"A"
"M",0.53,NA,0.125,0.6515,NA,0.1605,0.186,"A"
"M",NA,0.37,0.135,0.6315,0.3445,0.1015,0.161,"A"
"F",0.615,0.47,0.175,1.2985,NA,0.343,NA,"C"
"I",0.465,0.37,0.115,0.534,0.261,0.098,NA,"A"
"M",NA,NA,0.15,1.0375,NA,0.2035,NA,"B"
"M",NA,NA,0.125,0.3595,NA,0.0885,0.115,"C"
"I",0.55,NA,0.13,0.636,NA,0.144,NA,"A"
"F",NA,NA,0.25,2.255,NA,0.42,NA,"C"
"M",NA,NA,0.145,1.181,0.665,0.229,0.225,"B"
"M",NA,0.465,0.15,0.98,0.4315,0.2545,0.247,"B"
"F",NA,NA,0.13,0.6245,0.215,0.2065,NA,"C"
"M",NA,0.52,0.17,1.3655,NA,0.2885,0.36,"C"
"I",0.375,NA,0.14,0.3,NA,0.0625,0.0825,"A"
"M",0.575,NA,0.14,0.8455,NA,0.191,NA,"B"
"M",0.59,NA,0.135,1.1685,0.539,0.279,NA,"A"
"I",NA,NA,0.135,0.8545,0.321,0.1775,0.275,"C"
"F",NA,0.45,0.15,0.9625,0.4375,0.2225,NA,"B"
"F",NA,0.505,0.145,1.1345,NA,0.2655,NA,"B"
"I",NA,0.265,0.085,0.2435,0.122,0.0525,0.06,"A"
"M",0.495,0.4,0.135,0.61,NA,0.1435,NA,"A"
"M",0.65,NA,0.16,1.304,0.57,0.312,0.3725,"B"
"F",0.67,0.52,0.15,1.406,0.519,0.348,NA,"C"
"I",NA,0.125,0.035,0.0265,NA,0.0055,NA,"A"
"M",NA,0.51,0.16,1.3835,NA,0.2905,NA,"B"
"F",NA,NA,0.145,0.775,NA,0.169,0.255,"A"
"F",0.615,NA,0.19,1.1345,NA,0.257,0.348,"C"
"M",0.535,0.415,0.135,0.78,0.3165,0.169,NA,"A"
"F",0.655,0.505,0.195,1.4405,NA,0.3805,NA,"C"
"M",0.625,NA,0.16,1.0845,0.5005,0.2355,NA,"B"
"I",0.505,NA,0.125,0.6115,NA,0.1375,0.2,"B"
"I",NA,0.32,0.115,0.3045,NA,0.0735,0.094,"A"
"I",NA,0.3,0.09,0.2855,NA,0.0625,NA,"A"
"I",NA,NA,0.09,0.228,NA,0.042,0.0655,"A"
"F",NA,0.57,0.205,1.6195,NA,0.315,NA,"C"
"M",0.58,NA,0.16,1.0345,NA,0.26,NA,"C"
"M",NA,0.485,0.15,1.2215,NA,0.2735,0.33,"B"
"F",0.465,0.35,0.13,0.494,NA,0.103,0.155,"C"
"M",NA,NA,0.18,1.8445,NA,0.4655,NA,"C"
"M",0.65,NA,0.18,1.469,NA,0.3335,0.38,"B"
"F",NA,NA,0.185,1.7715,NA,0.331,NA,"B"
"F",NA,NA,0.2,1.46,NA,0.328,NA,"B"
"F",0.665,NA,0.185,1.522,NA,0.3025,NA,"C"
"F",NA,NA,0.17,1.255,NA,0.2415,0.405,"B"
"M",NA,NA,0.07,0.094,NA,0.02,NA,"A"
"I",0.435,0.34,0.12,0.396,0.1775,0.081,NA,"A"
"M",0.615,NA,0.15,1.198,NA,0.2095,0.2505,"A"
"F",NA,0.48,0.17,1.1045,NA,0.25,0.287,"B"
"M",0.695,0.53,0.21,1.51,NA,0.4095,NA,"B"
"M",NA,NA,0.175,1.3445,NA,0.2875,0.36,"C"
"F",NA,0.495,0.17,1.2385,0.528,0.2465,NA,"C"
"F",NA,0.36,0.12,0.5915,0.3245,0.11,NA,"A"
"I",0.505,NA,0.185,0.6125,0.267,0.142,NA,"A"
"I",0.335,NA,0.08,0.168,NA,0.0355,0.05,"A"
"F",0.475,NA,0.115,0.452,NA,0.092,0.155,"C"
"M",0.675,NA,0.16,1.532,NA,0.357,NA,"C"
"M",0.685,NA,0.165,1.519,NA,0.3685,0.4,"B"
"M",0.47,0.37,0.135,0.547,0.222,0.1325,NA,"C"
"F",0.59,0.485,0.205,1.2315,NA,0.238,0.42,"C"
"M",NA,NA,0.13,0.8425,0.275,0.1945,NA,"C"
"M",0.635,0.49,0.16,1.101,NA,0.1865,0.3455,"B"
"F",NA,0.485,0.15,1.0945,NA,0.261,0.296,"B"
"M",0.555,0.435,0.145,0.9205,NA,0.2275,NA,"A"
"I",NA,NA,0.075,0.15,0.0605,0.042,0.045,"A"
"F",NA,0.385,0.14,0.7655,0.3265,0.116,0.2365,"B"
"M",NA,NA,0.185,0.922,0.3635,0.213,0.285,"B"
"F",0.575,0.45,0.12,0.9585,0.447,0.169,0.275,"C"
"I",0.3,NA,0.075,0.1345,0.057,0.028,0.044,"A"
"F",0.705,NA,0.17,1.4575,NA,0.318,0.44,"C"
"M",NA,NA,0.175,1.4805,NA,0.272,0.525,"C"
"F",NA,NA,0.205,2.119,NA,0.5185,NA,"C"
"I",NA,0.24,0.09,0.1575,NA,0.0265,0.0425,"A"
"F",NA,NA,0.18,0.441,NA,0.1165,0.135,"A"
"M",NA,NA,0.18,1.461,NA,0.2425,NA,"C"
"M",0.44,0.355,0.125,0.4775,NA,0.0815,NA,"B"
"M",NA,0.5,0.175,1.2645,NA,0.3065,NA,"B"
"M",NA,NA,0.14,1.0625,NA,0.225,0.2915,"C"
"F",NA,0.505,0.175,1.2905,NA,0.2965,NA,"B"
"M",NA,NA,0.13,0.4405,NA,0.0935,NA,"B"
"F",NA,NA,0.145,1.153,NA,0.296,0.32,"C"
"F",0.505,0.39,0.175,0.692,NA,0.15,0.215,"C"
"I",NA,NA,0.15,0.7365,NA,0.161,0.215,"C"
"F",NA,NA,0.155,1.2895,NA,0.2855,0.41,"C"
"F",NA,0.505,0.19,1.4045,0.6255,0.3375,0.3745,"B"
"I",0.45,0.33,0.105,0.3715,NA,0.0785,0.0975,"A"
"I",0.5,NA,0.125,0.583,0.294,0.132,NA,"A"
"I",NA,0.425,0.13,0.664,NA,0.163,0.21,"A"
"F",NA,NA,0.17,1.0915,NA,0.2715,NA,"C"
"F",0.64,0.54,0.175,1.221,NA,0.259,0.39,"C"
"M",NA,NA,0.145,0.843,NA,0.1915,0.255,"C"
"F",NA,NA,0.2,0.975,NA,0.2035,NA,"C"
"I",0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,"A"
"M",0.665,NA,0.19,1.6385,NA,0.3575,NA,"C"
"I",0.475,0.35,0.1,0.4545,NA,0.111,NA,"A"
"I",NA,NA,0.125,0.433,0.201,0.1265,NA,"B"
"M",NA,0.51,0.175,1.155,NA,0.2025,0.385,"C"
"M",0.4,NA,0.115,0.2795,NA,0.0575,0.075,"B"
"M",NA,NA,0.205,2.087,NA,0.474,NA,"C"
"I",0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,"B"
"F",0.61,0.475,0.15,1.1135,NA,0.2575,NA,"C"
"M",0.535,0.405,0.185,0.8345,0.3175,0.1725,NA,"C"
"M",NA,0.44,0.16,0.9615,0.483,0.166,NA,"C"
"F",NA,0.475,0.15,1.13,NA,0.196,0.305,"B"
"M",NA,NA,0.12,0.562,0.289,0.0905,NA,"A"
"I",0.185,0.375,0.12,0.4645,NA,0.1045,0.15,"A"
"I",0.35,0.255,0.09,0.1785,NA,0.0305,NA,"A"
"F",0.475,NA,0.14,0.501,NA,0.1175,NA,"C"
"M",NA,NA,0.215,2.1945,NA,0.482,NA,"B"
"M",NA,0.595,0.205,2.2205,NA,0.421,NA,"C"
"F",NA,NA,0.16,1.2095,0.5225,0.296,NA,"A"
"F",NA,NA,0.16,0.844,NA,0.1855,0.231,"B"
"M",NA,0.495,0.185,1.3835,NA,0.3005,NA,"C"
"M",0.655,0.485,0.195,1.62,NA,0.358,NA,"C"
"M",0.485,NA,0.085,0.6435,0.2945,0.103,0.198,"A"
"M",NA,NA,0.16,1.063,NA,0.2705,NA,"B"
"F",0.715,0.525,0.185,1.56,NA,0.383,0.405,"C"
"F",0.685,NA,0.175,1.638,NA,0.375,NA,"C"
"F",0.6,0.475,0.155,1.059,0.441,0.19,NA,"C"
"M",NA,0.335,0.115,0.369,NA,0.071,0.12,"A"
"F",NA,0.405,0.18,0.606,NA,0.1235,0.18,"C"
"F",0.51,NA,0.105,0.612,0.187,0.15,0.195,"C"
"I",NA,NA,0.11,0.596,0.3015,0.104,0.151,"A"
"I",0.45,0.36,0.125,0.45,0.191,0.0865,NA,"C"
"M",NA,NA,0.145,0.915,NA,0.246,NA,"C"
"M",NA,NA,0.17,1.082,0.4955,0.2345,NA,"B"
"I",0.55,NA,0.15,0.7665,0.339,0.176,NA,"A"
"I",NA,NA,0.02,0.018,0.0075,0.0045,0.005,"A"
"M",0.51,0.41,0.155,1.2825,NA,0.291,NA,"B"
"F",0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,"B"
"M",0.5,NA,0.135,0.6595,0.3145,0.1535,0.1565,"A"
"F",NA,NA,0.115,0.5915,0.233,0.1585,0.18,"C"
"M",NA,0.4,0.125,0.955,NA,0.2535,0.26,"C"
"I",NA,0.335,0.105,0.4055,NA,0.092,NA,"A"
"M",0.5,NA,0.12,0.6335,NA,0.125,0.235,"C"
"M",NA,NA,0.195,1.7475,NA,0.383,0.4705,"C"
"F",0.53,0.405,0.15,0.889,NA,0.2275,0.215,"A"
"F",NA,0.46,0.185,1.017,NA,0.2,NA,"B"
"I",0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,"A"
"I",0.325,NA,0.075,0.139,NA,0.032,NA,"A"
"I",NA,0.195,0.055,0.084,0.0365,0.0175,NA,"A"
"M",0.65,0.525,0.185,1.3455,NA,0.278,NA,"B"
"M",NA,0.51,0.17,1.1885,0.4915,0.3065,NA,"A"
"F",0.655,0.53,0.165,1.2835,NA,0.1255,0.4,"A"
"M",NA,NA,0.15,0.9555,0.366,0.2425,0.295,"C"
"M",0.63,NA,0.165,1.233,NA,0.2315,NA,"B"
"F",0.565,NA,0.165,0.887,NA,0.239,0.249,"C"
"M",0.715,0.535,0.19,1.6755,NA,0.313,NA,"B"
"M",NA,NA,0.155,1.036,0.4375,0.196,0.325,"C"
"M",NA,0.41,0.13,0.99,0.3865,0.243,0.295,"C"
"I",NA,NA,0.08,0.176,NA,0.0355,NA,"A"
"F",NA,NA,0.155,0.957,NA,0.1975,0.265,"A"
"M",0.62,NA,0.15,1.309,0.587,0.4405,NA,"B"
"F",0.615,NA,0.17,1.1025,NA,0.2355,NA,"C"
"M",NA,NA,0.16,1.0175,NA,0.2395,NA,"B"
"I",0.62,NA,0.18,1.154,NA,0.256,NA,"C"
"M",0.57,0.45,0.16,0.8615,NA,0.2175,NA,"C"
"I",0.44,NA,0.1,0.379,NA,0.0815,NA,"A"
"M",0.245,0.18,0.065,0.0635,NA,0.0135,0.02,"A"
"M",0.585,0.475,0.12,0.945,NA,0.2115,0.28,"C"
"M",0.535,NA,0.16,0.7465,NA,0.1515,0.2185,"B"
"M",NA,0.525,0.2,1.7825,NA,0.3325,NA,"C"
"M",0.625,NA,0.145,1.7855,NA,0.247,NA,"C"
"I",0.45,NA,0.125,0.4775,0.2235,0.089,NA,"A"
"F",NA,NA,0.115,0.4785,NA,0.0955,0.129,"A"
"I",0.26,NA,0.07,0.092,0.037,0.02,0.03,"A"
"M",NA,NA,0.14,0.8745,NA,0.165,NA,"A"
"M",NA,0.26,0.09,0.195,NA,0.041,NA,"B"
"F",NA,0.425,0.15,0.8765,NA,0.18,0.228,"A"
"F",0.57,NA,0.15,0.995,0.504,0.185,0.2505,"B"
"I",0.51,0.405,0.12,0.61,0.229,0.131,0.235,"C"
"I",0.47,0.35,0.135,0.567,NA,0.1465,NA,"C"
"I",NA,NA,0.065,0.04,NA,0.011,NA,"A"
"M",0.645,NA,0.15,1.1605,NA,0.2615,0.335,"B"
"I",0.45,NA,0.13,0.478,NA,0.127,NA,"A"
"M",NA,0.54,0.175,1.347,NA,0.254,NA,"C"
"I",0.28,0.21,0.085,0.1065,NA,0.0295,NA,"A"
"M",0.49,0.355,0.155,0.981,NA,0.2015,NA,"A"
"I",0.485,0.415,0.14,0.5705,NA,0.134,NA,"A"
"F",NA,NA,0.17,1.098,0.414,0.187,0.405,"C"
"M",NA,NA,0.125,0.515,NA,0.087,0.159,"B"
"M",NA,NA,0.135,0.6295,NA,0.1425,0.215,"C"
"M",NA,NA,0.155,0.7385,0.3515,0.152,NA,"C"
"M",0.68,NA,0.195,1.7825,NA,0.3235,NA,"C"
"M",NA,0.47,0.185,0.985,0.3745,0.2175,NA,"B"
"M",NA,0.305,0.09,0.3245,NA,0.0565,NA,"A"
"I",NA,NA,0.11,0.407,NA,0.073,0.13,"B"
"I",0.485,NA,0.12,0.4725,NA,0.1075,NA,"A"
"I",0.455,0.335,0.135,0.501,NA,0.0995,NA,"A"
"M",NA,0.255,0.085,0.2145,NA,0.0465,NA,"C"
"I",NA,NA,0.07,0.137,NA,0.0315,0.04,"A"
"M",0.52,0.395,0.125,0.5815,NA,0.1265,NA,"B"
"M",0.585,0.455,0.14,0.97,NA,0.185,0.295,"B"
"F",NA,NA,0.145,0.6635,0.21,0.1295,NA,"C"
"F",0.47,NA,0.1,0.4705,NA,0.089,NA,"A"
"M",NA,0.465,0.19,1.3415,NA,0.3175,NA,"C"
"I",NA,NA,0.1,0.398,NA,0.0645,0.0945,"A"
"M",NA,NA,0.13,0.7535,0.349,0.1755,0.194,"B"
"M",NA,0.53,0.15,1.477,NA,0.3025,0.43,"C"
"I",NA,0.21,0.06,0.1195,0.056,0.0235,NA,"A"
"I",NA,0.34,0.105,0.369,NA,0.08,0.1015,"A"
"F",NA,NA,0.185,0.8575,NA,0.1785,NA,"C"
"F",0.655,0.5,0.14,1.1705,NA,0.3175,NA,"C"
"I",0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,"A"
"M",0.57,NA,0.195,1.0295,0.4635,0.1905,NA,"C"
"F",NA,0.45,0.145,0.8495,0.4215,0.1685,0.225,"A"
"I",0.38,NA,0.095,0.2425,0.106,0.0485,NA,"A"
"M",0.625,NA,0.175,1.2075,0.531,0.281,NA,"C"
"F",NA,0.51,0.175,1.2705,0.5415,0.323,NA,"B"
"F",NA,0.385,0.115,0.6785,0.2945,0.138,NA,"C"
"M",NA,NA,0.175,1.2935,NA,0.317,NA,"B"
"I",NA,0.365,0.1,0.1315,0.2025,0.0875,NA,"A"
"I",0.54,NA,0.14,0.6275,0.2505,0.1175,0.235,"B"
"I",0.35,0.26,0.095,0.211,NA,0.056,NA,"A"
"F",0.6,0.47,0.2,1.031,NA,0.2035,0.29,"C"
"F",0.585,NA,0.16,0.9045,0.405,0.2215,NA,"A"
"I",0.315,NA,0.075,0.1485,NA,0.0375,NA,"A"
"M",NA,0.545,0.185,1.5715,0.6645,0.3835,0.4505,"C"
"M",NA,NA,0.155,0.7125,0.3695,0.137,NA,"A"
"F",NA,0.525,0.19,1.4635,NA,0.3435,0.435,"C"
"M",0.505,0.405,0.14,0.875,0.2665,0.174,0.285,"C"
"I",0.605,0.495,0.145,1.054,0.369,0.2255,NA,"C"
"F",0.65,NA,0.185,1.5055,0.6565,0.341,0.43,"B"
"I",0.495,NA,0.115,0.507,NA,0.103,NA,"A"
