F1	F2	F3	F4	F5	F6	F7	F8	class
M	0.675	0.525	0.185	1.587	0.6935	0.336	0.395	C
M	0.685	0.52	0.15	1.3735	0.7185	0.293	0.32	C
M	0.645	0.495	0.15	1.2095	0.603	0.2225	0.339	B
I	0.365	0.27	0.09	0.2155	0.1005	0.049	NA	A
F	0.53	0.41	0.165	0.8115	0.24	0.169	0.24	C
M	0.5	0.39	0.13	0.709	0.275	0.168	0.18	C
M	0.465	0.355	0.105	0.4795	0.227	0.124	0.125	A
F	0.62	0.51	0.18	1.3315	0.594	0.276	0.388	C
F	0.56	0.43	0.125	0.8025	0.313	0.1715	0.263	C
I	0.385	0.3	0.1	0.2895	0.1215	0.063	0.09	A
I	0.425	0.345	0.125	0.425	0.16	0.0795	NA	C
F	0.675	0.525	0.155	1.4785	0.628	0.3405	0.42	B
I	0.55	0.435	0.14	0.7995	0.295	0.1905	0.238	B
F	0.705	0.53	0.17	1.564	0.612	0.394	NA	B
I	0.615	0.475	0.13	0.8425	0.353	0.1915	NA	A
I	0.445	0.335	0.1	0.4895	0.2745	0.086	NA	A
I	0.365	0.28	0.09	0.196	0.0865	0.036	0.0605	A
M	0.59	0.445	0.14	0.931	0.356	0.234	0.28	C
F	0.505	0.38	0.13	0.693	0.391	0.1195	0.1515	A
F	0.59	0.455	0.175	0.966	0.391	0.2455	0.31	B
F	0.505	0.395	0.145	0.6515	0.2695	0.153	0.205	C
M	0.59	0.465	0.135	0.9895	0.4235	0.199	0.28	A
F	0.695	0.53	0.2	2.0475	0.75	0.4195	NA	C
M	0.57	0.435	0.145	0.9055	0.3925	0.2355	0.275	B
I	0.405	0.305	0.09	0.2825	0.114	0.0575	0.095	A
F	0.455	0.365	0.11	0.385	0.166	0.046	NA	C
F	0.565	0.45	0.135	0.9885	0.387	0.1495	0.31	C
F	0.63	0.48	0.15	1.0525	0.392	0.336	0.285	C
M	0.605	0.465	0.165	1.056	0.4215	0.2475	0.34	C
I	0.54	0.435	0.145	0.97	0.4285	0.22	NA	C
M	0.55	0.45	0.17	0.81	0.317	0.157	0.22	C
F	0.7	0.535	0.175	1.773	0.6805	0.48	0.512	C
F	0.58	0.46	0.175	1.165	0.65	0.2205	0.3055	B
M	0.475	0.36	0.1	0.4285	0.1965	0.099	0.112	A
F	0.715	0.585	0.23	2.0725	0.8655	0.4095	NA	B
M	0.625	0.5	0.18	1.3705	0.645	0.303	NA	C
F	0.695	0.55	0.185	1.679	0.805	0.4015	0.3965	B
I	0.365	0.27	0.085	0.2225	0.0935	0.0525	NA	A
I	0.21	0.15	0.05	0.042	0.0175	0.0125	0.015	A
M	0.54	0.435	0.14	0.7345	0.33	0.1595	NA	B
M	0.6	0.475	0.155	1.1385	0.502	0.2295	0.31	B
M	0.515	0.4	0.14	0.7365	0.2955	0.184	0.185	C
I	0.445	0.345	0.105	0.409	0.1675	0.1015	NA	A
F	0.5	0.38	0.155	0.655	0.2405	0.143	0.205	C
F	0.62	0.505	0.16	1.3725	0.6285	0.275	0.3685	C
F	0.525	0.41	0.135	0.7085	0.293	0.1525	0.235	C
I	0.51	0.395	0.155	0.5395	0.2465	0.1085	0.167	A
I	0.5	0.4	0.12	0.616	0.261	0.143	NA	A
M	0.695	0.58	0.2	1.8995	0.675	0.478	NA	C
I	0.525	0.375	0.12	0.6315	0.3045	0.114	0.19	B
F	0.615	0.475	0.155	1.027	0.447	0.25	0.285	B
F	0.405	0.31	0.12	0.3095	0.138	0.058	0.095	C
M	0.235	0.17	0.055	0.0515	0.018	0.0105	NA	A
I	0.475	0.36	0.145	0.6325	0.2825	0.137	0.19	A
I	0.33	0.225	0.075	0.187	0.0945	0.0395	0.0425	A
I	0.465	0.37	0.12	0.4365	0.188	0.0815	0.147	B
F	0.64	0.485	0.145	1.1335	0.5525	0.2505	NA	C
F	0.6	0.47	0.15	0.922	0.363	0.194	0.305	B
M	0.65	0.515	0.18	1.3315	0.5665	0.347	0.405	C
F	0.595	0.44	0.135	0.964	0.5005	0.1715	NA	B
I	0.425	0.38	0.105	0.3265	0.1285	0.0785	NA	B
F	0.49	0.375	0.15	0.5755	0.22	0.144	0.19	B
F	0.47	0.375	0.125	0.5615	0.252	0.137	0.18	B
F	0.635	0.49	0.175	1.2435	0.5805	0.313	0.305	B
F	0.595	0.465	0.145	0.7955	0.3425	0.1795	NA	B
F	0.535	0.445	0.125	0.8725	0.417	0.199	0.24	A
F	0.6	0.45	0.14	0.837	0.37	0.177	0.2425	B
M	0.585	0.475	0.15	1.065	0.5315	0.199	0.2885	B
I	0.42	0.315	0.11	0.4025	0.1855	0.083	NA	A
M	0.5	0.405	0.14	0.6155	0.241	0.1355	0.205	B
I	0.36	0.27	0.085	0.196	0.0875	0.035	0.064	A
I	0.31	0.225	0.075	0.155	0.065	0.037	0.0365	A
M	0.73	0.585	0.225	2.2305	1.2395	0.422	NA	C
F	0.695	0.535	0.2	1.5855	0.667	0.334	0.471	C
M	0.645	0.51	0.16	1.33	0.6665	0.309	NA	B
M	0.63	0.49	0.17	1.1745	0.5255	0.273	0.339	C
M	0.52	0.4	0.145	0.7765	0.3525	0.1845	0.185	B
M	0.64	0.485	0.16	1.006	0.456	0.2245	NA	B
I	0.42	0.33	0.1	0.352	0.1635	0.089	0.1	B
M	0.6	0.48	0.175	1.229	0.4125	0.2735	0.415	C
M	0.48	0.37	0.1	0.5135	0.243	0.1015	0.135	A
I	0.355	0.27	0.1	0.216	0.083	0.037	0.075	B
M	0.7	0.6	0.23	2.003	0.8105	0.4045	NA	B
F	0.55	0.425	0.135	0.8515	0.362	0.196	0.27	C
I	0.55	0.425	0.135	0.656	0.257	0.17	0.203	B
F	0.465	0.36	0.12	0.4765	0.192	0.1125	0.16	B
F	0.625	0.49	0.155	1.33	0.6675	0.259	0.33	B
F	0.645	0.55	0.175	1.2915	0.57	0.3045	0.33	C
M	0.72	0.565	0.145	1.187	0.691	0.1945	0.2685	A
F	0.47	0.36	0.11	0.4965	0.237	0.127	0.13	A
I	0.335	0.25	0.08	0.167	0.0675	0.0325	NA	A
M	0.64	0.505	0.155	1.4025	0.705	0.2655	0.335	B
I	0.27	0.205	0.05	0.084	0.03	0.0185	NA	A
I	0.28	0.2	0.065	0.0895	0.036	0.0185	0.03	A
F	0.625	0.5	0.175	1.273	0.564	0.302	0.374	B
F	0.635	0.485	0.155	1.073	0.467	0.1975	0.35	C
M	0.56	0.45	0.14	0.9	0.472	0.182	NA	A
M	0.465	0.36	0.13	0.5265	0.2105	0.1185	0.165	B
I	0.435	0.335	0.1	0.3295	0.129	0.07	0.11	A
I	0.325	0.25	0.055	0.166	0.076	0.051	0.045	A
M	0.655	0.59	0.2	1.5455	0.654	0.3765	0.415	C
M	0.76	0.575	0.19	1.829	0.7035	0.386	NA	C
I	0.52	0.395	0.125	0.663	0.3005	0.131	NA	B
M	0.645	0.51	0.155	1.539	0.6405	0.3585	0.43	C
M	0.41	0.325	0.1	0.3555	0.146	0.072	0.105	B
M	0.465	0.36	0.125	0.4365	0.169	0.1075	0.145	C
M	0.55	0.435	0.16	0.906	0.342	0.219	0.295	C
F	0.595	0.465	0.145	1.107	0.402	0.2415	0.31	C
F	0.73	0.555	0.18	1.6895	0.6555	0.1965	NA	B
M	0.63	0.505	0.225	1.525	0.56	0.3335	0.45	C
M	0.545	0.44	0.14	0.8395	0.356	0.1905	NA	C
I	0.245	0.19	0.06	0.086	0.042	0.014	0.025	A
M	0.44	0.335	0.11	0.394	0.157	0.096	NA	B
I	0.29	0.225	0.07	0.101	0.036	0.0235	0.035	A
I	0.43	0.34	0.11	0.3645	0.159	0.0855	0.105	A
F	0.58	0.425	0.155	0.873	0.3615	0.249	0.239	B
I	0.61	0.48	0.165	1.097	0.4215	0.264	0.335	C
I	0.435	0.375	0.11	0.4155	0.17	0.076	0.145	A
I	0.61	0.49	0.16	1.1545	0.5865	0.2385	NA	C
F	0.66	0.5	0.175	1.3275	0.556	0.2805	NA	B
M	0.635	0.51	0.21	1.598	0.6535	0.2835	0.58	C
I	0.55	0.445	0.125	0.672	0.288	0.1365	0.21	C
I	0.365	0.265	0.085	0.213	0.0945	0.049	0.06	A
M	0.37	0.28	0.105	0.234	0.0905	0.0585	0.075	B
I	0.45	0.35	0.12	0.468	0.2005	0.1065	0.1325	A
I	0.445	0.35	0.13	0.4195	0.1695	0.0945	0.1195	A
I	0.54	0.415	0.11	0.619	0.2755	0.15	0.1765	B
I	0.305	0.22	0.07	0.141	0.062	0.031	0.037	A
I	0.355	0.26	0.09	0.1985	0.0715	0.0495	NA	A
M	0.665	0.515	0.165	1.3855	0.621	0.302	NA	A
M	0.565	0.425	0.135	0.8115	0.341	0.1675	0.255	C
M	0.515	0.35	0.155	0.9225	0.4185	0.198	0.273	B
F	0.655	0.525	0.175	1.348	0.5855	0.2605	NA	B
F	0.71	0.54	0.205	1.5805	0.802	0.287	0.435	B
I	0.48	0.35	0.105	0.635	0.352	0.127	0.135	A
I	0.445	0.335	0.11	0.411	0.1985	0.0935	NA	A
F	0.585	0.465	0.145	0.9855	0.4325	0.2145	NA	B
I	0.52	0.405	0.14	0.5775	0.2	0.145	NA	C
M	0.66	0.505	0.19	1.4385	0.6775	0.285	0.178	C
I	0.44	0.335	0.115	0.4215	0.173	0.0765	0.113	A
M	0.655	0.54	0.215	1.844	0.7425	0.327	0.585	C
F	0.625	0.475	0.13	0.8595	0.3195	0.1775	0.24	C
M	0.535	0.405	0.14	0.818	0.402	0.1715	0.189	A
F	0.455	0.355	0.12	0.4495	0.177	0.104	0.15	B
I	0.385	0.28	0.085	0.2175	0.097	0.038	NA	A
I	0.435	0.32	0.08	0.3325	0.1485	0.0635	0.105	B
I	0.41	0.3	0.1	0.282	0.1255	0.057	NA	A
M	0.645	0.52	0.175	1.636	0.779	0.342	0.432	C
F	0.625	0.495	0.165	1.262	0.507	0.318	0.39	B
I	0.43	0.33	0.1	0.449	0.254	0.0825	NA	A
I	0.37	0.28	0.09	0.233	0.0905	0.0545	0.07	C
F	0.65	0.565	0.2	1.6645	0.753	0.367	0.43	C
I	0.28	0.22	0.08	0.1315	0.066	0.024	0.03	A
F	0.67	0.54	0.195	1.619	0.74	0.3305	0.465	C
I	0.445	0.32	0.12	0.378	0.152	0.0825	0.12	A
F	0.54	0.475	0.155	0.928	0.394	0.194	0.26	C
I	0.45	0.335	0.105	0.447	0.2335	0.153	0.119	A
M	0.415	0.315	0.115	0.3895	0.2015	0.065	0.103	B
F	0.675	0.51	0.195	1.382	0.6045	0.3175	NA	B
F	0.6	0.5	0.155	1.332	0.6235	0.2835	0.35	A
M	0.53	0.405	0.125	0.6515	0.2715	0.1605	NA	A
M	0.48	0.37	0.135	0.6315	0.3445	0.1015	NA	A
F	0.615	0.47	0.175	1.2985	0.5135	0.343	0.32	C
I	0.465	0.37	0.115	0.534	0.261	0.098	0.143	A
M	0.57	0.46	0.15	1.0375	0.5415	0.2035	0.25	B
M	0.41	0.31	0.125	0.3595	0.1415	0.0885	0.115	C
I	0.55	0.42	0.13	0.636	0.294	0.144	NA	A
F	0.815	0.65	0.25	2.255	0.8905	0.42	NA	C
M	0.635	0.48	0.145	1.181	0.665	0.229	0.225	B
M	0.585	0.465	0.15	0.98	0.4315	0.2545	0.247	B
F	0.52	0.4	0.13	0.6245	0.215	0.2065	0.17	C
M	0.65	0.52	0.17	1.3655	0.6155	0.2885	0.36	C
I	0.375	0.29	0.14	0.3	0.14	0.0625	0.0825	A
M	0.575	0.435	0.14	0.8455	0.401	0.191	NA	B
M	0.59	0.47	0.135	1.1685	0.539	0.279	0.28	A
I	0.565	0.43	0.135	0.8545	0.321	0.1775	0.275	C
F	0.6	0.45	0.15	0.9625	0.4375	0.2225	NA	B
F	0.635	0.505	0.145	1.1345	0.505	0.2655	0.315	B
I	0.355	0.265	0.085	0.2435	0.122	0.0525	0.06	A
M	0.495	0.4	0.135	0.61	0.272	0.1435	0.144	A
M	0.65	0.495	0.16	1.304	0.57	0.312	0.3725	B
F	0.67	0.52	0.15	1.406	0.519	0.348	0.37	C
I	0.18	0.125	0.035	0.0265	0.0095	0.0055	NA	A
M	0.65	0.51	0.16	1.3835	0.6385	0.2905	0.3665	B
F	0.53	0.395	0.145	0.775	0.308	0.169	0.255	A
F	0.615	0.49	0.19	1.1345	0.4695	0.257	0.348	C
M	0.535	0.415	0.135	0.78	0.3165	0.169	0.2365	A
F	0.655	0.505	0.195	1.4405	0.688	0.3805	0.363	C
M	0.625	0.475	0.16	1.0845	0.5005	0.2355	NA	B
I	0.505	0.425	0.125	0.6115	0.245	0.1375	0.2	B
I	0.415	0.32	0.115	0.3045	0.1215	0.0735	0.094	A
I	0.395	0.3	0.09	0.2855	0.1385	0.0625	0.077	A
I	0.385	0.28	0.09	0.228	0.1025	0.042	0.0655	A
F	0.725	0.57	0.205	1.6195	0.744	0.315	0.488	C
M	0.58	0.465	0.16	1.0345	0.315	0.26	NA	C
M	0.645	0.485	0.15	1.2215	0.5695	0.2735	NA	B
F	0.465	0.35	0.13	0.494	0.1945	0.103	0.155	C
M	0.69	0.515	0.18	1.8445	0.9815	0.4655	0.341	C
M	0.65	0.505	0.18	1.469	0.7115	0.3335	0.38	B
F	0.695	0.56	0.185	1.7715	0.8195	0.331	NA	B
F	0.67	0.54	0.2	1.46	0.6435	0.328	NA	B
F	0.665	0.57	0.185	1.522	0.6965	0.3025	0.405	C
F	0.625	0.47	0.17	1.255	0.525	0.2415	0.405	B
M	0.275	0.205	0.07	0.094	0.0335	0.02	NA	A
I	0.435	0.34	0.12	0.396	0.1775	0.081	0.125	A
M	0.615	0.45	0.15	1.198	0.707	0.2095	0.2505	A
F	0.62	0.48	0.17	1.1045	0.535	0.25	NA	B
M	0.695	0.53	0.21	1.51	0.664	0.4095	0.385	B
M	0.6	0.475	0.175	1.3445	0.549	0.2875	0.36	C
F	0.605	0.495	0.17	1.2385	0.528	0.2465	0.39	C
F	0.475	0.36	0.12	0.5915	0.3245	0.11	NA	A
I	0.505	0.39	0.185	0.6125	0.267	0.142	0.172	A
I	0.335	0.255	0.08	0.168	0.079	0.0355	0.05	A
F	0.475	0.35	0.115	0.452	0.1715	0.092	0.155	C
M	0.675	0.505	0.16	1.532	0.74	0.357	NA	C
M	0.685	0.52	0.165	1.519	0.699	0.3685	0.4	B
M	0.47	0.37	0.135	0.547	0.222	0.1325	0.17	C
F	0.59	0.485	0.205	1.2315	0.4525	0.238	0.42	C
M	0.53	0.415	0.13	0.8425	0.275	0.1945	0.265	C
M	0.635	0.49	0.16	1.101	0.534	0.1865	0.3455	B
F	0.625	0.485	0.15	1.0945	0.531	0.261	0.296	B
M	0.555	0.435	0.145	0.9205	0.404	0.2275	0.255	A
I	0.3	0.23	0.075	0.15	0.0605	0.042	0.045	A
F	0.54	0.385	0.14	0.7655	0.3265	0.116	0.2365	B
M	0.585	0.46	0.185	0.922	0.3635	0.213	0.285	B
F	0.575	0.45	0.12	0.9585	0.447	0.169	0.275	C
I	0.3	0.225	0.075	0.1345	0.057	0.028	NA	A
F	0.705	0.56	0.17	1.4575	0.607	0.318	0.44	C
M	0.65	0.515	0.175	1.4805	0.5295	0.272	0.525	C
F	0.74	0.565	0.205	2.119	0.9655	0.5185	NA	C
I	0.32	0.24	0.09	0.1575	0.07	0.0265	NA	A
F	0.47	0.355	0.18	0.441	0.1525	0.1165	0.135	A
M	0.645	0.5	0.18	1.461	0.5985	0.2425	NA	C
M	0.44	0.355	0.125	0.4775	0.132	0.0815	0.19	B
M	0.63	0.5	0.175	1.2645	0.5635	0.3065	NA	B
M	0.61	0.48	0.14	1.0625	0.516	0.225	0.2915	C
F	0.655	0.505	0.175	1.2905	0.6205	0.2965	NA	B
M	0.425	0.33	0.13	0.4405	0.152	0.0935	0.155	B
F	0.61	0.47	0.145	1.153	0.403	0.296	0.32	C
F	0.505	0.39	0.175	0.692	0.267	0.15	0.215	C
I	0.525	0.43	0.15	0.7365	0.3225	0.161	0.215	C
F	0.655	0.51	0.155	1.2895	0.5345	0.2855	0.41	C
F	0.66	0.505	0.19	1.4045	0.6255	0.3375	0.3745	B
I	0.45	0.33	0.105	0.3715	0.1865	0.0785	0.0975	A
I	0.5	0.39	0.125	0.583	0.294	0.132	NA	A
I	0.55	0.425	0.13	0.664	0.2695	0.163	0.21	A
F	0.605	0.495	0.17	1.0915	0.4365	0.2715	0.335	C
F	0.64	0.54	0.175	1.221	0.51	0.259	NA	C
M	0.55	0.435	0.145	0.843	0.328	0.1915	0.255	C
F	0.595	0.48	0.2	0.975	0.358	0.2035	0.34	C
I	0.545	0.375	0.12	0.543	0.2375	0.1155	0.1725	A
M	0.665	0.515	0.19	1.6385	0.831	0.3575	NA	C
I	0.475	0.35	0.1	0.4545	0.2165	0.111	0.115	A
I	0.455	0.37	0.125	0.433	0.201	0.1265	0.145	B
M	0.65	0.51	0.175	1.155	0.4955	0.2025	0.385	C
M	0.4	0.29	0.115	0.2795	0.1115	0.0575	0.075	B
M	0.735	0.59	0.205	2.087	0.909	0.474	NA	C
I	0.515	0.375	0.14	0.6505	0.2495	0.141	0.2215	B
F	0.61	0.475	0.15	1.1135	0.5195	0.2575	0.3005	C
M	0.535	0.405	0.185	0.8345	0.3175	0.1725	0.29	C
M	0.575	0.44	0.16	0.9615	0.483	0.166	0.275	C
F	0.6	0.475	0.15	1.13	0.575	0.196	0.305	B
M	0.475	0.385	0.12	0.562	0.289	0.0905	NA	A
I	0.185	0.375	0.12	0.4645	0.196	0.1045	0.15	A
I	0.35	0.255	0.09	0.1785	0.0855	0.0305	NA	A
F	0.475	0.375	0.14	0.501	0.192	0.1175	0.175	C
M	0.77	0.6	0.215	2.1945	1.0515	0.482	NA	B
M	0.75	0.595	0.205	2.2205	1.083	0.421	NA	C
F	0.595	0.48	0.16	1.2095	0.5225	0.296	0.32	A
F	0.545	0.43	0.16	0.844	0.3945	0.1855	NA	B
M	0.625	0.495	0.185	1.3835	0.7105	0.3005	0.345	C
M	0.655	0.485	0.195	1.62	0.6275	0.358	0.485	C
M	0.485	0.39	0.085	0.6435	0.2945	0.103	0.198	A
M	0.58	0.46	0.16	1.063	0.513	0.2705	NA	B
F	0.715	0.525	0.185	1.56	0.6655	0.383	0.405	C
F	0.685	0.565	0.175	1.638	0.7775	0.375	NA	C
F	0.6	0.475	0.155	1.059	0.441	0.19	0.39	C
M	0.42	0.335	0.115	0.369	0.171	0.071	0.12	A
F	0.505	0.405	0.18	0.606	0.239	0.1235	0.18	C
F	0.51	0.39	0.105	0.612	0.187	0.15	0.195	C
I	0.5	0.385	0.11	0.596	0.3015	0.104	0.151	A
I	0.45	0.36	0.125	0.45	0.191	0.0865	0.145	C
M	0.555	0.45	0.145	0.915	0.4	0.246	0.285	C
M	0.625	0.455	0.17	1.082	0.4955	0.2345	0.315	B
I	0.55	0.425	0.15	0.7665	0.339	0.176	0.21	A
I	0.16	0.12	0.02	0.018	0.0075	0.0045	0.005	A
M	0.51	0.41	0.155	1.2825	0.569	0.291	NA	B
F	0.5	0.395	0.15	0.7145	0.3235	0.173	0.195	B
M	0.5	0.39	0.135	0.6595	0.3145	0.1535	0.1565	A
F	0.53	0.415	0.115	0.5915	0.233	0.1585	0.18	C
M	0.515	0.4	0.125	0.955	0.341	0.2535	0.26	C
I	0.455	0.335	0.105	0.4055	0.175	0.092	0.1185	A
M	0.5	0.385	0.12	0.6335	0.2305	0.125	0.235	C
M	0.72	0.545	0.195	1.7475	0.8215	0.383	0.4705	C
F	0.53	0.405	0.15	0.889	0.4055	0.2275	0.215	A
F	0.58	0.46	0.185	1.017	0.3515	0.2	0.32	B
I	0.45	0.35	0.135	0.494	0.2205	0.0945	NA	A
I	0.325	0.225	0.075	0.139	0.0565	0.032	0.09	A
I	0.265	0.195	0.055	0.084	0.0365	0.0175	0.025	A
M	0.65	0.525	0.185	1.3455	0.586	0.278	0.3865	B
M	0.63	0.51	0.17	1.1885	0.4915	0.3065	NA	A
F	0.655	0.53	0.165	1.2835	0.583	0.1255	0.4	A
M	0.59	0.44	0.15	0.9555	0.366	0.2425	0.295	C
M	0.63	0.485	0.165	1.233	0.6565	0.2315	0.3035	B
F	0.565	0.45	0.165	0.887	0.37	0.239	NA	C
M	0.715	0.535	0.19	1.6755	0.889	0.313	0.42	B
M	0.6	0.47	0.155	1.036	0.4375	0.196	0.325	C
M	0.525	0.41	0.13	0.99	0.3865	0.243	0.295	C
I	0.325	0.25	0.08	0.176	0.0595	0.0355	0.063	A
F	0.61	0.46	0.155	0.957	0.4255	0.1975	0.265	A
M	0.62	0.47	0.15	1.309	0.587	0.4405	0.325	B
F	0.615	0.475	0.17	1.1025	0.4695	0.2355	0.345	C
M	0.615	0.47	0.16	1.0175	0.473	0.2395	0.28	B
I	0.62	0.485	0.18	1.154	0.4935	0.256	0.315	C
M	0.57	0.45	0.16	0.8615	0.3725	0.2175	0.255	C
I	0.44	0.34	0.1	0.379	0.1725	0.0815	0.101	A
M	0.245	0.18	0.065	0.0635	0.0245	0.0135	0.02	A
M	0.585	0.475	0.12	0.945	0.41	0.2115	0.28	C
M	0.535	0.42	0.16	0.7465	0.348	0.1515	NA	B
M	0.69	0.525	0.2	1.7825	0.9165	0.3325	0.461	C
M	0.625	0.47	0.145	1.7855	0.675	0.247	0.3245	C
I	0.45	0.35	0.125	0.4775	0.2235	0.089	NA	A
F	0.485	0.37	0.115	0.4785	0.1995	0.0955	0.129	A
I	0.26	0.2	0.07	0.092	0.037	0.02	0.03	A
M	0.57	0.42	0.14	0.8745	0.416	0.165	0.25	A
M	0.35	0.26	0.09	0.195	0.0745	0.041	0.0655	B
F	0.575	0.425	0.15	0.8765	0.455	0.18	0.228	A
F	0.57	0.445	0.15	0.995	0.504	0.185	0.2505	B
I	0.51	0.405	0.12	0.61	0.229	0.131	0.235	C
I	0.47	0.35	0.135	0.567	0.2315	0.1465	0.1525	C
I	0.205	0.15	0.065	0.04	0.02	0.011	NA	A
M	0.645	0.505	0.15	1.1605	0.519	0.2615	0.335	B
I	0.45	0.36	0.13	0.478	0.191	0.127	NA	A
M	0.665	0.54	0.175	1.347	0.4955	0.254	0.415	C
I	0.28	0.21	0.085	0.1065	0.039	0.0295	0.03	A
M	0.49	0.355	0.155	0.981	0.465	0.2015	0.2505	A
I	0.485	0.415	0.14	0.5705	0.25	0.134	0.185	A
F	0.57	0.45	0.17	1.098	0.414	0.187	0.405	C
M	0.445	0.37	0.125	0.515	0.2495	0.087	NA	B
M	0.495	0.38	0.135	0.6295	0.263	0.1425	0.215	C
M	0.54	0.42	0.155	0.7385	0.3515	0.152	0.215	C
M	0.68	0.54	0.195	1.7825	0.5565	0.3235	NA	C
M	0.575	0.47	0.185	0.985	0.3745	0.2175	0.355	B
M	0.375	0.305	0.09	0.3245	0.1395	0.0565	0.095	A
I	0.435	0.34	0.11	0.407	0.1685	0.073	0.13	B
I	0.485	0.38	0.12	0.4725	0.2075	0.1075	0.147	A
I	0.455	0.335	0.135	0.501	0.274	0.0995	0.1065	A
M	0.35	0.255	0.085	0.2145	0.1	0.0465	0.06	C
I	0.315	0.24	0.07	0.137	0.0545	0.0315	0.04	A
M	0.52	0.395	0.125	0.5815	0.2565	0.1265	0.17	B
M	0.585	0.455	0.14	0.97	0.462	0.185	0.295	B
F	0.49	0.4	0.145	0.6635	0.21	0.1295	0.2515	C
F	0.47	0.36	0.1	0.4705	0.1635	0.089	NA	A
M	0.62	0.465	0.19	1.3415	0.5705	0.3175	0.355	C
I	0.425	0.325	0.1	0.398	0.1185	0.0645	0.0945	A
M	0.57	0.435	0.13	0.7535	0.349	0.1755	0.194	B
M	0.695	0.53	0.15	1.477	0.6375	0.3025	0.43	C
I	0.29	0.21	0.06	0.1195	0.056	0.0235	0.03	A
I	0.44	0.34	0.105	0.369	0.164	0.08	0.1015	A
F	0.585	0.475	0.185	0.8575	0.3465	0.1785	0.275	C
F	0.655	0.5	0.14	1.1705	0.5405	0.3175	0.285	C
I	0.455	0.37	0.11	0.514	0.2385	0.1235	0.126	A
M	0.57	0.475	0.195	1.0295	0.4635	0.1905	0.305	C
F	0.565	0.45	0.145	0.8495	0.4215	0.1685	0.225	A
I	0.38	0.275	0.095	0.2425	0.106	0.0485	0.21	A
M	0.625	0.495	0.175	1.2075	0.531	0.281	NA	C
F	0.62	0.51	0.175	1.2705	0.5415	0.323	0.3225	B
F	0.5	0.385	0.115	0.6785	0.2945	0.138	0.195	C
M	0.625	0.495	0.175	1.2935	0.5805	0.317	0.355	B
I	0.475	0.365	0.1	0.1315	0.2025	0.0875	NA	A
I	0.54	0.42	0.14	0.6275	0.2505	0.1175	0.235	B
I	0.35	0.26	0.095	0.211	0.086	0.056	0.068	A
F	0.6	0.47	0.2	1.031	0.392	0.2035	0.29	C
F	0.585	0.45	0.16	0.9045	0.405	0.2215	NA	A
I	0.315	0.235	0.075	0.1485	0.0585	0.0375	0.0425	A
M	0.695	0.545	0.185	1.5715	0.6645	0.3835	0.4505	C
M	0.515	0.39	0.155	0.7125	0.3695	0.137	0.155	A
F	0.645	0.525	0.19	1.4635	0.6615	0.3435	0.435	C
M	0.505	0.405	0.14	0.875	0.2665	0.174	0.285	C
I	0.605	0.495	0.145	1.054	0.369	0.2255	0.36	C
F	0.65	0.545	0.185	1.5055	0.6565	0.341	0.43	B
I	0.495	0.375	0.115	0.507	0.241	0.103	0.15	A
F	0.455	0.35	0.12	0.4555	0.1945	0.1045	0.1375	A
I	0.45	0.34	0.12	0.4925	0.241	0.1075	0.12	A
I	0.475	0.375	0.11	0.494	0.211	0.109	NA	A
F	0.57	0.45	0.16	0.9715	0.3965	0.255	0.26	C
F	0.635	0.495	0.015	1.1565	0.5115	0.308	NA	B
I	0.325	0.2	0.08	0.0995	0.0395	0.0225	0.032	A
F	0.595	0.475	0.17	1.247	0.48	0.225	0.425	C
M	0.685	0.535	0.175	1.432	0.637	0.247	0.46	C
I	0.435	0.33	0.095	0.393	0.219	0.075	NA	A
M	0.62	0.5	0.165	1.307	0.6355	0.2545	0.315	B
M	0.545	0.42	0.145	0.778	0.3745	0.1545	0.205	A
F	0.51	0.375	0.11	0.5805	0.2865	0.118	0.148	A
F	0.445	0.335	0.11	0.4355	0.2025	0.1095	0.1195	A
F	0.61	0.495	0.175	1.2635	0.53	0.315	NA	B
F	0.485	0.375	0.135	0.556	0.1925	0.1315	NA	B
F	0.565	0.4	0.13	0.6975	0.3075	0.1665	0.18	A
M	0.63	0.505	0.17	1.0915	0.4615	0.266	0.3	B
M	0.43	0.335	0.115	0.406	0.166	0.0935	NA	A
I	0.365	0.26	0.115	0.218	0.0935	0.0445	0.07	B
I	0.525	0.385	0.13	0.607	0.2355	0.125	0.195	A
I	0.485	0.365	0.14	0.4475	0.1895	0.0925	NA	A
F	0.625	0.485	0.19	1.1745	0.4385	0.2305	0.42	C
F	0.545	0.44	0.15	0.9475	0.366	0.239	0.275	A
F	0.61	0.485	0.17	1.1005	0.5125	0.229	0.305	C
F	0.57	0.44	0.19	1.018	0.447	0.207	0.265	B
M	0.47	0.385	0.135	0.5895	0.2765	0.12	0.17	A
I	0.36	0.27	0.09	0.2075	0.098	0.039	NA	A
I	0.47	0.4	0.16	0.51	0.1615	0.073	NA	C
F	0.645	0.51	0.2	1.5675	0.621	0.367	0.46	C
F	0.55	0.45	0.15	0.875	0.362	0.1755	0.2765	B
F	0.63	0.51	0.185	1.235	0.5115	0.349	0.3065	C
F	0.56	0.435	0.15	0.8715	0.4755	0.1835	0.1835	B
M	0.72	0.575	0.23	2.2695	0.8835	0.3985	NA	C
F	0.62	0.475	0.16	1.3245	0.6865	0.233	NA	B
F	0.645	0.525	0.19	1.8085	0.7035	0.3885	0.395	C
